osisRef,chrono_num,bookOrder,chapter.true,verse.true,verseText,handcoded.sentiment,deberta,deberta.hybrid
1Sam.16.5,3,9,16,5,"And he said, Peaceably: I am come to sacrifice unto the LORD: sanctify yourselves, and come with me to the sacrifice. And he sanctified Jesse and his sons, and called them to the sacrifice.",NA,positive,positive
1Sam.17.11,3,9,17,11,"When Saul and all Israel heard those words of the Philistine, they were dismayed, and greatly afraid.",NA,negative,negative
1Sam.17.12,3,9,17,12,"Now David was the son of that Ephrathite of Bethlehemjudah, whose name was Jesse; and he had eight sons: and the man went among men for an old man in the days of Saul.",NA,neutral,neutral
1Sam.17.13,3,9,17,13,"And the three eldest sons of Jesse went and followed Saul to the battle: and the names of his three sons that went to the battle were Eliab the firstborn, and next unto him Abinadab, and the third Shammah.",NA,neutral,neutral
1Sam.28.13,3,9,28,13,"And the king said unto her, Be not afraid: for what sawest thou? And the woman said unto Saul, I saw gods ascending out of the earth.",NA,negative,negative
1Sam.28.14,3,9,28,14,"And he said unto her, What form is he of? And she said, An old man cometh up; and he is covered with a mantle. And Saul perceived that it was Samuel, and he stooped with his face to the ground, and bowed himself.",NA,neutral,neutral
1Sam.28.15,3,9,28,15,"And Samuel said to Saul, Why hast thou disquieted me, to bring me up? And Saul answered, I am sore distressed; for the Philistines make war against me, and God is departed from me, and answereth me no more, neither by prophets, nor by dreams: therefore I have called thee, that thou mayest make known unto me what I shall do.",NA,negative,negative
1Sam.30.25,3,9,30,25,"And it was so from that day forward, that he made it a statute and an ordinance for Israel unto this day.",NA,positive,positive
1Sam.30.26,3,9,30,26,"And when David came to Ziklag, he sent of the spoil unto the elders of Judah, even to his friends, saying, Behold a present for you of the spoil of the enemies of the LORD;",NA,negative,negative
1Sam.30.27,3,9,30,27,"To them which were in Bethel, and to them which were in south Ramoth, and to them which were in Jattir,",NA,neutral,neutral
2Sam.2.9,3,10,2,9,"And made him king over Gilead, and over the Ashurites, and over Jezreel, and over Ephraim, and over Benjamin, and over all Israel.",NA,neutral,neutral
2Sam.2.10,3,10,2,10,"Ishbosheth Saul’s son was forty years old when he began to reign over Israel, and reigned two years. But the house of Judah followed David.",NA,neutral,neutral
2Sam.2.11,3,10,2,11,And the time that David was king in Hebron over the house of Judah was seven years and six months.,NA,neutral,neutral
2Sam.3.16,3,10,3,16,"And her husband went with her along weeping behind her to Bahurim. Then said Abner unto him, Go, return. And he returned.",NA,neutral,neutral
2Sam.3.17,3,10,3,17,"And Abner had communication with the elders of Israel, saying, Ye sought for David in times past to be king over you:",neutral,NA,neutral
2Sam.3.18,3,10,3,18,"Now then do it: for the LORD hath spoken of David, saying, By the hand of my servant David I will save my people Israel out of the hand of the Philistines, and out of the hand of all their enemies.",NA,positive,positive
2Sam.5.2,3,10,5,2,"Also in time past, when Saul was king over us, thou wast he that leddest out and broughtest in Israel: and the LORD said to thee, Thou shalt feed my people Israel, and thou shalt be a captain over Israel.",NA,positive,positive
2Sam.5.3,3,10,5,3,So all the elders of Israel came to the king to Hebron; and king David made a league with them in Hebron before the LORD: and they anointed David king over Israel.,NA,neutral,neutral
2Sam.5.4,3,10,5,4,"David was thirty years old when he began to reign, and he reigned forty years.",NA,neutral,neutral
2Sam.5.5,3,10,5,5,In Hebron he reigned over Judah seven years and six months: and in Jerusalem he reigned thirty and three years over all Israel and Judah.,NA,neutral,neutral
2Sam.12.16,3,10,12,16,"David therefore besought God for the child; and David fasted, and went in, and lay all night upon the earth.",NA,positive,positive
2Sam.12.17,3,10,12,17,"And the elders of his house arose, and went to him, to raise him up from the earth: but he would not, neither did he eat bread with them.",NA,negative,negative
2Sam.12.18,3,10,12,18,"And it came to pass on the seventh day, that the child died. And the servants of David feared to tell him that the child was dead: for they said, Behold, while the child was yet alive, we spake unto him, and he would not hearken unto our voice: how will he then vex himself, if we tell him that the child is dead?",NA,negative,negative
2Sam.17.3,3,10,17,3,And I will bring back all the people unto thee: the man whom thou seekest is as if all returned: so all the people shall be in peace.,NA,positive,positive
2Sam.17.4,3,10,17,4,"And the saying pleased Absalom well, and all the elders of Israel.",NA,neutral,neutral
2Sam.17.5,3,10,17,5,"Then said Absalom, Call now Hushai the Archite also, and let us hear likewise what he saith.",NA,neutral,neutral
2Sam.17.14,3,10,17,14,"And Absalom and all the men of Israel said, The counsel of Hushai the Archite is better than the counsel of Ahithophel. For the LORD had appointed to defeat the good counsel of Ahithophel, to the intent that the LORD might bring evil upon Absalom.",NA,negative,negative
2Sam.17.15,3,10,17,15,"Then said Hushai unto Zadok and to Abiathar the priests, Thus and thus did Ahithophel counsel Absalom and the elders of Israel; and thus and thus have I counselled.",neutral,NA,neutral
2Sam.17.16,3,10,17,16,"Now therefore send quickly, and tell David, saying, Lodge not this night in the plains of the wilderness, but speedily pass over; lest the king be swallowed up, and all the people that are with him.",NA,negative,negative
2Sam.19.10,3,10,19,10,"And Absalom, whom we anointed over us, is dead in battle. Now therefore why speak ye not a word of bringing the king back?",NA,negative,negative
2Sam.19.11,3,10,19,11,"And king David sent to Zadok and to Abiathar the priests, saying, Speak unto the elders of Judah, saying, Why are ye the last to bring the king back to his house? seeing the speech of all Israel is come to the king, even to his house.",NA,neutral,neutral
2Sam.19.12,3,10,19,12,"Ye are my brethren, ye are my bones and my flesh: wherefore then are ye the last to bring back the king?",NA,positive,positive
2Sam.19.31,3,10,19,31,"And Barzillai the Gileadite came down from Rogelim, and went over Jordan with the king, to conduct him over Jordan.",NA,neutral,neutral
2Sam.19.32,3,10,19,32,"Now Barzillai was a very aged man, even fourscore years old: and he had provided the king of sustenance while he lay at Mahanaim; for he was a very great man.",positive,NA,positive
2Sam.19.33,3,10,19,33,"And the king said unto Barzillai, Come thou over with me, and I will feed thee with me in Jerusalem.",NA,neutral,neutral
2Sam.19.34,3,10,19,34,"And Barzillai said unto the king, How long have I to live, that I should go up with the king unto Jerusalem?",NA,positive,positive
2Sam.19.35,3,10,19,35,I am this day fourscore years old: and can I discern between good and evil? can thy servant taste what I eat or what I drink? can I hear any more the voice of singing men and singing women? wherefore then should thy servant be yet a burden unto my lord the king?,negative,NA,negative
2Sam.19.36,3,10,19,36,Thy servant will go a little way over Jordan with the king: and why should the king recompense it me with such a reward?,NA,positive,positive
1Kgs.1.1,3,11,1,1,"Now king David was old and stricken in years; and they covered him with clothes, but he gat no heat.",negative,NA,negative
1Kgs.1.2,3,11,1,2,"Wherefore his servants said unto him, Let there be sought for my lord the king a young virgin: and let her stand before the king, and let her cherish him, and let her lie in thy bosom, that my lord the king may get heat.",NA,positive,positive
1Kgs.1.14,3,11,1,14,"Behold, while thou yet talkest there with the king, I also will come in after thee, and confirm thy words.",NA,positive,positive
1Kgs.1.15,3,11,1,15,And Bathsheba went in unto the king into the chamber: and the king was very old; and Abishag the Shunammite ministered unto the king.,neutral,NA,neutral
1Kgs.1.16,3,11,1,16,"And Bathsheba bowed, and did obeisance unto the king. And the king said, What wouldest thou?",NA,neutral,neutral
1Kgs.2.5,3,11,2,5,"Moreover thou knowest also what Joab the son of Zeruiah did to me, and what he did to the two captains of the hosts of Israel, unto Abner the son of Ner, and unto Amasa the son of Jether, whom he slew, and shed the blood of war in peace, and put the blood of war upon his girdle that was about his loins, and in his shoes that were on his feet.",NA,negative,negative
1Kgs.2.6,3,11,2,6,"Do therefore according to thy wisdom, and let not his hoar head go down to the grave in peace.",negative,NA,negative
1Kgs.2.7,3,11,2,7,"But shew kindness unto the sons of Barzillai the Gileadite, and let them be of those that eat at thy table: for so they came to me when I fled because of Absalom thy brother.",NA,positive,positive
1Kgs.2.8,3,11,2,8,"And, behold, thou hast with thee Shimei the son of Gera, a Benjamite of Bahurim, which cursed me with a grievous curse in the day when I went to Mahanaim: but he came down to meet me at Jordan, and I sware to him by the LORD, saying, I will not put thee to death with the sword.",NA,negative,negative
1Kgs.2.9,3,11,2,9,"Now therefore hold him not guiltless: for thou art a wise man, and knowest what thou oughtest to do unto him; but his hoar head bring thou down to the grave with blood.",negative,NA,negative
1Kgs.2.10,3,11,2,10,"So David slept with his fathers, and was buried in the city of David.",NA,neutral,neutral
1Kgs.3.10,3,11,3,10,"And the speech pleased the Lord, that Solomon had asked this thing.",NA,positive,positive
1Kgs.3.11,3,11,3,11,"And God said unto him, Because thou hast asked this thing, and hast not asked for thyself long life; neither hast asked riches for thyself, nor hast asked the life of thine enemies; but hast asked for thyself understanding to discern judgment;",positive,NA,positive
1Kgs.3.12,3,11,3,12,"Behold, I have done according to thy words: lo, I have given thee a wise and an understanding heart; so that there was none like thee before thee, neither after thee shall any arise like unto thee.",NA,positive,positive
